train_loss,val_loss
3.77823019,
3.765841722,
3.771009207,
3.772705317,
3.769483328,
3.774742126,
3.768765688,
3.772719383,
3.775237799,
3.767722845,
3.777531624,
3.782804012,
3.770684004,
3.778632164,
3.775086403,
3.774008989,
3.767969847,
3.770795584,
3.766469717,
3.780218601,
3.765019178,
3.765297174,
3.76819706,
3.782519817,
3.787879467,
3.766068697,
3.773549318,
3.766563177,
3.775363445,
3.771861553,
3.774473906,
3.77393055,
3.770768166,
3.757346153,
3.781007051,
3.771061182,
3.776513815,
3.774154425,
3.779468775,
3.77205801,
3.773895502,
3.777356863,
3.773095608,
3.776043653,
3.776662827,
3.772170782,
3.769254208,
3.777575016,
3.779421091,
3.778061628,
3.778317928,
3.770665646,
3.772298098,
3.777197123,
3.764235258,
3.772069693,
3.771497011,
3.771661758,
3.777195454,
3.774181366,
3.778345108,
3.766592503,
3.775583506,
3.76941061,
3.777902603,
3.770917177,
3.770819664,
3.775522232,
3.766630411,
3.772132158,
3.77060914,
3.762351274,
3.773924351,
3.780489683,
3.773721218,
3.773825407,
3.778448582,
3.778906107,
3.777324677,
3.77307415,
3.773607731,
3.775598764,
3.776869059,
3.773104906,
3.77063036,
3.772626877,
3.780311823,
3.772642612,
3.763275623,
3.777049303,
3.775562525,
3.776932001,
3.772001028,
3.777529001,
3.781505823,
3.776865244,
3.771861792,
3.776725292,
3.770329237,
3.761098862,
3.775924444,
3.77130127,
3.775721312,
3.773934603,
3.772248268,
3.764773846,
3.770223379,
3.772435904,
3.766956329,
3.770159245,
3.767980576,
3.779550076,
3.768527508,
3.771569729,
3.77152276,
3.770363569,
3.76740551,
3.76470232,
3.783743858,
3.771598816,
3.776032448,
3.774380445,
3.772851944,
3.779028177,
3.76077795,
3.775282621,
3.768497467,
3.775619984,
3.77544117,
3.772479773,
3.779510498,
3.770299673,
3.776227474,
3.769134998,
3.779372692,
3.774230003,
3.774193525,
3.769352913,
3.781884909,
3.772132635,
3.771292448,
3.774604797,
3.771484375,
3.771128416,
3.767970085,
3.768790722,
3.774252653,
3.779406548,
3.770722151,
3.769769907,
3.777354002,
3.776922703,
3.774547577,
3.769218683,
3.772736788,
3.780493975,
3.768173456,
3.77259469,
3.767498732,
3.768831015,
3.775741816,
3.767796755,
3.771004677,
3.764829874,
3.770992517,
3.781420708,
3.76996398,
3.779443979,
3.773752213,
3.76733017,
3.774279118,
3.769095898,
3.770838976,
3.771398783,
3.763588905,
3.773695707,
3.770733118,
3.769334555,
3.762454748,
3.771236181,
3.771034241,
3.781276941,
3.772226095,
3.768982887,
3.781356573,
3.778811693,
3.772288799,
3.769636631,
3.76367259,
3.766155005,
3.763480186,
3.777570724,
3.776471615,
3.773471117,
3.776715517,
3.780746698,
3.768705845,
3.778785706,
3.769869328,
3.764847994,
3.769713879,
3.77750802,
3.769501686,
3.769608498,
3.777678728,
3.770656109,
3.767300844,
3.774978161,
3.764562607,
3.770279884,
3.763119459,
3.773767471,
3.777877569,
3.771140575,
3.772049904,
3.765823841,
3.781218767,
3.761526585,
3.774058104,
3.777935982,
3.765043259,
3.768908262,
3.762633085,
3.767806768,
3.769443512,
3.763687134,
3.770270348,
3.76714921,
3.766089916,
3.763916016,
3.767159939,
3.766126871,
3.765497684,
3.772324085,
3.770961046,
3.765654087,
3.771849632,
3.767229557,
3.769850731,
3.76829648,
3.769634008,
3.777677059,
3.77997303,
3.778463125,
3.765795231,
3.765734434,
3.767044783,
3.783532381,
3.767358065,
3.768924236,
3.778398514,
3.768966913,
3.777764559,
3.768553972,
3.767724991,
3.764753103,
3.767234802,
3.770260572,
3.773059368,
3.766020775,
3.766779423,
3.776675224,
3.767937422,
3.769016743,
3.77283144,
3.769957542,
3.765012503,
3.775902748,
3.773625612,
3.768243551,
3.769585848,
3.776200771,
3.768423319,
3.763655424,
3.77086091,
3.773117781,
3.766241312,
3.767911196,
3.765443087,
3.764603376,
3.762020111,
3.775510311,
3.764907598,
3.777379513,
3.766979456,
3.767885447,
3.768384933,
3.77188015,
3.761071682,
3.763984442,
3.778259277,
3.773983479,
3.768387318,
3.774298191,
3.767693281,
3.773826838,
3.768544436,
3.770015955,
3.765069485,
3.764939785,
3.768310785,
3.765108585,
3.775194883,
3.777343035,
3.768242121,
3.763969183,
3.769352198,
3.766895056,
3.762439251,
3.761666059,
3.766719818,
3.77830267,
3.773771048,
3.771875381,
3.763009548,
3.770149946,
3.773811817,
3.768446684,
3.764089584,
3.766311646,
3.766399145,
3.770749569,
3.767538786,
3.767559767,
3.767597437,
3.770922184,
3.770978689,
3.771136045,
3.770554543,
3.777424097,
3.763664246,
3.772910357,
3.761564016,
3.762299299,
3.76246047,
3.763969183,
3.766823292,
3.773124456,
3.771373749,
3.77185607,
3.770934105,
3.770418167,
3.777696371,
3.771507978,
3.768633366,
3.770074129,
3.770708799,
3.774291039,
3.773644447,
3.767174006,
3.765251637,
3.766287327,
3.764060974,
3.768479109,
3.770392418,
3.777213335,
3.772052526,
3.771222591,
3.773728609,
3.758703232,
3.769802332,
3.769495726,
3.783753157,
3.770431519,
3.771840334,
3.772452831,
3.777095079,
3.771019936,
3.762441397,
3.772502661,
3.783544779,
3.77387929,
3.775186539,
3.773651361,
3.770152092,
3.780314922,
3.772726774,
3.76581192,
3.759594917,
3.764678478,
3.770444393,
3.772411108,
3.773624182,
3.764984131,
3.770610571,
3.765765667,
3.776396751,
3.760089874,
3.780011892,
3.773166895,
3.770520449,
3.766628265,
3.763118505,
3.78121233,
3.756694317,
3.767297745,
3.775771856,
3.764130116,
3.775598526,
3.773764372,
3.76177454,
3.786474228,
3.76391387,
3.767374754,
3.776928425,
3.763561726,
3.773895979,
3.769144535,
3.773133516,
3.773247957,
3.767402887,
3.773724556,
3.767577171,
3.762075424,
3.767499685,
3.771033525,
3.760250568,
3.772969484,
3.758679152,
3.753335953,
3.763693571,
3.761684418,
3.767352104,
3.769523621,
3.768302679,
3.764392138,
3.765696049,
3.763816595,
3.762314796,
3.770557165,
3.774484634,
3.76714921,
3.771680355,
3.775578737,
3.758745432,
3.769683123,
3.759412289,
3.778606176,
3.770538807,
3.773752689,
3.768898964,
3.767925739,
3.765064478,
3.764246702,
3.769687891,
3.761069775,
3.767041206,
3.763691187,
3.770902395,
3.768220901,
3.763620377,
3.766237736,
3.774363279,
3.768211842,
3.762408018,
3.764438391,
3.770792007,
3.762782574,
3.764509439,
3.764755726,
3.76709342,
3.772070885,
3.767733812,
3.766468763,
3.768575907,
3.766946077,
3.76586318,
3.765390396,
3.765877247,
3.76663065,
3.76583457,
3.759933949,
3.767843008,
3.753397465,
3.769673824,
3.764115334,
3.762888432,
3.758691311,
3.765557051,
3.764064074,
3.764790297,
3.766639233,
3.767899275,
3.759952068,
3.774182796,
3.762856483,
3.766641855,
3.760480881,
3.759190559,
3.767839909,
3.778549433,
3.763345003,
3.759874344,
3.776139736,
3.769229889,
3.765285015,
3.769561052,
3.772744179,
3.763943434,
3.76866293,
3.767017841,
3.767911434,
3.766226053,
3.760829687,
3.781746387,
3.759316444,
3.771112919,
3.771063089,
3.767863989,
3.765251875,
3.766475439,
3.763831854,
3.764638901,
3.760521412,
3.76642108,
3.761400461,
3.768889427,
3.767493248,
3.780874252,
3.770829678,
3.774623632,
3.770098925,
3.770158529,
3.764684677,
3.75895977,
3.769776821,
3.767719269,
3.772153139,
3.763776779,
3.760637999,
3.767204762,
3.772624254,
3.759657383,
3.762748718,
3.773236513,
3.762673855,
3.768634319,
3.760189295,
3.767135143,
3.77257061,
3.75788641,
3.762138128,
3.765939236,
3.76814723,
3.764354706,
3.766260386,
3.772622347,
3.768263817,
3.769915581,
3.765267849,
3.761435509,
3.766366005,
3.761012316,
3.764339924,
3.762527943,
3.762539148,
3.760781288,
3.764879465,
3.759445429,
3.765208721,
3.772107363,
3.76463294,
3.774309158,
3.762352467,
3.759921312,
3.762008667,
3.764280081,
3.761888504,
3.758746147,
3.767582893,
3.772491217,
3.771880627,
3.764789581,
3.758200884,
3.76041913,
3.767028809,
