train_loss,val_loss
3.89634037,
3.90825367,
3.905117512,
3.893033743,
3.885416985,
3.914928436,
3.908019543,
3.902345419,
3.898904085,
3.90771246,
3.908597708,
3.879095793,
3.900134087,
3.884332657,
3.929073811,
3.889972448,
3.907280922,
3.890847683,
3.8988657,
3.902795553,
3.895054817,
3.892235279,
3.894135714,
3.897339344,
3.907830238,
3.894304037,
3.894821167,
3.900978565,
3.892031193,
3.891128302,
3.885620356,
3.897418261,
3.893038273,
3.888203382,
3.888274431,
3.884491682,
3.876580954,
3.867132187,
3.881042957,
3.867074251,
3.870023489,
3.871952772,
3.875216007,
3.858444214,
3.877430201,
3.869492531,
3.866094589,
3.865302563,
3.874330044,
3.853116751,
3.871263504,
3.875663519,
3.862267494,
3.862057924,
3.861286163,
3.864746809,
3.864806175,
3.853544474,
3.854267597,
3.86860919,
3.850741863,
3.859293699,
3.867068768,
3.851312876,
3.8548913,
3.845258713,
3.864245415,
3.861502409,
3.851449728,
3.854870319,
3.856666803,
3.839708328,
3.851447105,
3.845308781,
3.860333204,
3.850225449,
3.863340616,
3.851518154,
3.842118979,
3.854703426,
3.865624428,
3.851107121,
3.851394176,
3.843122482,
3.842262983,
3.848312378,
3.85491395,
3.859636307,
3.859059811,
3.859526396,
3.84624505,
3.855111599,
3.862738371,
3.848014355,
3.860591888,
3.864745855,
3.866407871,
3.859296799,
3.842835903,
3.857585192,
3.842980146,
3.848351717,
3.850462198,
3.841264486,
3.860684156,
3.851509333,
3.848540783,
3.849718094,
3.858656883,
3.854708195,
3.845631599,
3.85134387,
3.843441963,
3.869493008,
3.847249508,
3.855467796,
3.853281021,
3.85304451,
3.838019371,
3.851991892,
3.842641354,
3.852680445,
3.863442659,
3.848719358,
3.850112438,
3.843311787,
3.841181993,
3.829779625,
3.856454849,
3.848081589,
3.84456563,
3.83744669,
3.848523378,
3.843759775,
3.847184658,
3.845247269,
3.836936951,
3.825470209,
3.840057373,
3.840939283,
3.839519501,
3.850565195,
3.83826828,
3.844610214,
3.838082552,
3.845082998,
3.834156513,
3.846764088,
3.837803602,
3.834415197,
3.833806753,
3.85789299,
3.839709282,
3.834264517,
3.847163677,
3.836613655,
3.839226961,
3.834881783,
3.8487463,
3.839590549,
3.850081205,
3.828696728,
3.838236809,
3.84023118,
3.841542482,
3.84242487,
3.850615501,
3.83810997,
3.842402697,
3.849354982,
3.842946053,
3.827623844,
3.846273184,
3.855483055,
3.825485945,
3.840300798,
3.837680101,
3.846230507,
3.831646919,
3.829904795,
3.844263077,
3.825805902,
3.844705582,
3.830843687,
3.833497763,
3.843245029,
3.846366405,
3.839006901,
3.833971739,
3.822855711,
3.831065655,
3.836901188,
3.837664366,
3.827988863,
3.8454175,
3.849011898,
3.844265223,
3.838173628,
3.835202694,
3.839729786,
3.837576389,
3.837735653,
3.841603756,
3.823525906,
3.836325407,
3.830452919,
3.836111546,
3.832341671,
3.824361324,
3.824445486,
3.836975813,
3.845490932,
3.833568335,
3.828213692,
3.82758069,
3.828169346,
3.826110125,
3.826196432,
3.827839375,
3.824823141,
3.826064825,
3.827548504,
3.829725266,
3.825422764,
3.821001053,
3.826229572,
3.821441174,
3.824544668,
3.825546741,
3.821822166,
3.814616919,
3.814953327,
3.82370472,
3.823983669,
3.828311443,
3.820206404,
3.81701827,
3.816550255,
3.823624372,
3.819260359,
3.823426008,
3.81300354,
3.821968079,
3.811617136,
3.815761089,
3.818617344,
3.81908679,
3.824661016,
3.819311857,
3.832328081,
3.816943645,
3.82510519,
3.81504488,
3.819486618,
3.830224991,
3.821005583,
3.826436043,
3.814286709,
3.810624361,
3.819741726,
3.826741219,
3.814431429,
3.82447958,
3.816977262,
3.817790031,
3.822445393,
3.814084053,
3.812925339,
3.817901134,
3.816960812,
3.811949015,
3.817315102,
3.821808577,
3.814882994,
3.83152318,
3.813477278,
3.821253061,
3.822093487,
3.811962366,
3.81033349,
3.836682081,
3.821902275,
3.81584549,
3.810717344,
3.817354441,
3.827026367,
3.823307753,
3.816260815,
3.812191248,
3.817870617,
3.807286263,
3.820269346,
3.829943895,
3.817535639,
3.816097975,
3.828117847,
3.812230587,
3.812197685,
3.820831537,
3.814398527,
3.818575382,
3.824003458,
3.82541585,
3.815905333,
3.819043159,
3.818063974,
3.815367222,
3.805918455,
3.81359911,
3.817986727,
3.813343287,
3.807270288,
3.814572811,
3.818629026,
3.807434797,
3.812012434,
3.81961751,
3.818986177,
3.810508728,
3.810957909,
3.812213898,
3.807418346,
3.811932564,
3.802183628,
3.823610306,
3.815554619,
3.817737103,
3.822567225,
3.820312023,
3.809569836,
3.811335087,
3.81622839,
3.80921936,
3.810723782,
3.808809042,
3.814400673,
3.810592413,
3.801859379,
3.807655811,
3.811420202,
3.805706024,
3.818870783,
3.813285828,
3.814985275,
3.808436155,
3.82170105,
3.809789419,
3.808630705,
3.81710887,
3.802046299,
3.815322161,
3.806907177,
3.809923172,
3.809644461,
3.80493021,
3.813753843,
3.804801464,
3.81038475,
3.804339647,
3.805392742,
3.806323051,
3.814058065,
3.807998419,
3.810482979,
3.811252356,
3.81409955,
3.817168474,
3.806799889,
3.804367542,
3.817091942,
3.807381153,
3.820111275,
3.81057477,
3.806984663,
3.81870532,
3.80892086,
3.797713995,
3.815738916,
3.809447765,
3.813662529,
3.8066535,
3.802545071,
3.801017761,
3.807426214,
3.818447828,
3.80413866,
3.79959774,
3.80815649,
3.806134701,
3.806058407,
3.816594124,
3.80058074,
3.812280416,
3.798677683,
3.802005768,
3.799315929,
3.810686588,
3.80521059,
3.792859793,
3.800685883,
3.799458504,
3.794168472,
3.808961153,
3.792020321,
3.814822435,
3.805700779,
3.799977541,
3.800067425,
3.805449009,
3.804245949,
3.80688858,
3.80861783,
3.798582554,
3.804595709,
3.798415899,
3.802392006,
3.798353434,
3.80418849,
3.801610708,
3.807282448,
3.795418978,
3.797136068,
3.803443193,
3.791484594,
3.803618908,
3.796019793,
3.803144455,
3.802438736,
3.812675953,
3.809622765,
3.806545734,
3.79898262,
3.794385672,
3.796247005,
3.800623417,
3.791608572,
3.802079439,
3.810379982,
3.800918341,
3.801322222,
3.793245792,
3.801766872,
3.811064005,
3.79463625,
3.812159538,
3.794404745,
3.802090406,
3.799839735,
3.802758932,
3.802159309,
3.80102396,
3.805561066,
3.795320749,
3.800032854,
3.799163342,
3.801755905,
3.80311203,
3.797840595,
3.800786972,
3.803278923,
3.793400526,
3.800623178,
3.798430443,
3.805174828,
3.813468456,
3.800581217,
3.803226709,
3.80039382,
3.803080559,
3.794741631,
3.798922539,
3.792295456,
3.800174952,
3.79482007,
3.801738739,
3.794287682,
3.795889378,
3.810091734,
3.809426069,
3.792337894,
3.794363976,
3.795641184,
3.809349775,
3.795660257,
3.798077583,
3.792795897,
3.800254583,
3.806459188,
3.802010775,
3.801718712,
3.798835278,
3.791058064,
3.798887491,
3.796154022,
3.799781561,
3.801215887,
3.788367748,
3.796008348,
3.793729067,
3.799961329,
3.793145657,
3.815354347,
3.799901485,
3.790395737,
3.794487476,
3.79142952,
3.795604467,
3.792254448,
3.781952858,
3.809994936,
3.800588608,
3.803857803,
3.796099424,
3.794131994,
3.797706366,
3.796257973,
3.79660964,
3.797089338,
3.791097879,
3.788555622,
3.811587334,
3.795901775,
3.792141676,
3.794651031,
3.805151939,
3.800233603,
3.800144196,
3.805647612,
3.806330919,
3.799461126,
3.799155951,
3.814424992,
3.79428792,
3.803808928,
3.805976152,
3.803571224,
3.797342539,
3.79074645,
3.801739454,
3.803385496,
3.78400898,
3.802897215,
3.79668808,
3.79100132,
3.795715809,
3.801472902,
3.789945364,
3.799799204,
3.788607359,
3.79680419,
3.807499886,
3.795634985,
3.800506592,
3.790075302,
3.800410032,
3.792026043,
3.791752338,
3.792916775,
3.786864042,
3.791609287,
3.795241117,
3.798668146,
3.792016745,
3.792654037,
3.790550709,
3.801350594,
3.797767878,
3.795808792,
3.801581144,
3.788722754,
3.799830198,
3.791932344,
3.794778109,
3.78972888,
3.791929007,
3.788187504,
3.800895691,
3.787377357,
3.790592909,
3.789733887,
3.793257475,
3.800363302,
3.796601772,
3.789365053,
3.795656443,
3.793267965,
3.786744595,
3.785191059,
3.782472849,
3.795362473,
3.800688982,
3.7895298,
3.79695344,
3.798232317,
3.793489218,
3.799491644,
3.796942472,
3.796275377,
3.798036575,
3.788331509,
3.809784651,
3.787029743,
3.788553238,
3.786904812,
3.797183275,
3.791710138,
3.792499542,
3.798283815,
3.781211138,
3.792480469,
3.7996099,
3.797103882,
3.794780254,
3.783361912,
3.788307428,
3.788515568,
3.785436392,
3.785442114,
3.791651964,
3.791424513,
3.79115963,
3.791455746,
3.789100409,
3.798377037,
3.801535368,
3.788451433,
3.783975363,
3.791499853,
3.787197351,
3.787679911,
3.800102711,
3.789355993,
3.79708147,
3.791735888,
3.797173977,
3.786639452,
3.791975737,
3.783290386,
3.791312933,
3.801303625,
3.799870968,
3.803870201,
3.793232203,
3.786428928,
3.796597481,
3.794039488,
3.787317753,
3.78440237,
3.797537804,
3.788266897,
3.784148216,
3.786836386,
3.790996552,
3.786150932,
3.79011631,
3.794018507,
3.791748524,
3.78436923,
3.793845177,
3.790747404,
3.786042213,
3.786183357,
3.7897017,
3.798049688,
3.7934618,
3.793465376,
3.789239168,
3.791085243,
3.793023586,
3.790908098,
3.785801411,
3.785920143,
3.797639608,
3.801742792,
3.797370434,
3.785266638,
3.785410643,
3.779304504,
3.790019035,
3.794683218,
3.79539752,
3.801485062,
3.792877913,
3.799252033,
3.782355785,
3.785259008,
3.797733307,
3.795261145,
3.795593023,
3.788012505,
3.78413868,
3.785226583,
3.784350157,
3.789531708,
3.789299965,
3.79664278,
3.792774916,
3.783712387,
3.798743486,
3.794310093,
3.788866758,
3.779525995,
3.784945726,
3.781364679,
3.79346776,
3.784519911,
3.80175519,
3.786893129,
3.79588747,
3.789332628,
3.789898634,
3.794441462,
3.789443493,
3.783599615,
3.78650713,
3.80520916,
3.789272785,
3.781767845,
3.784059048,
3.794448614,
3.796301842,
3.783016443,
3.787997246,
3.797994375,
3.784581184,
3.788305998,
3.790903807,
3.787606239,
3.792795897,
3.788077831,
3.781923294,
3.783781052,
3.787828684,
3.790087938,
3.784061193,
3.787855387,
3.796868086,
3.781475544,
3.791332722,
3.788705826,
3.790126801,
3.783797264,
3.786873817,
3.783167839,
3.790296555,
3.787072897,
3.792138338,
3.782367706,
3.790193796,
3.780046225,
3.79022646,
3.785826206,
3.786391258,
3.790469408,
3.790453196,
3.79203105,
3.784433842,
3.789281607,
3.789070129,
3.788951874,
3.776580334,
3.806319952,
3.793399096,
3.784778357,
3.786108494,
3.778677702,
3.784024715,
3.791621685,
3.791815758,
3.790910482,
3.790471554,
3.783988714,
3.789296627,
3.787335396,
3.781169891,
3.793419123,
3.785036564,
3.791358232,
3.786679506,
3.780025005,
3.78572011,
3.778781176,
3.794476509,
3.799457073,
3.781575203,
3.789010286,
3.789060354,
3.787573338,
3.792268753,
3.786394119,
3.781783581,
3.784319401,
3.783795357,
3.784729958,
3.77642107,
3.792764902,
3.78374958,
3.789373159,
3.783336163,
3.78217721,
3.78393507,
3.78652668,
3.785099506,
3.795557499,
3.782176018,
3.77613616,
3.786821842,
3.777886868,
3.791421413,
3.788423061,
3.786411762,
3.78346014,
3.781730175,
3.788542986,
3.796318531,
3.784271479,
3.78688693,
3.78015542,
3.7866745,
3.785016775,
3.79234457,
3.78278327,
3.780850649,
3.787187338,
3.785221338,
3.779180288,
3.790899038,
3.789163351,
3.781180859,
3.780777693,
3.788003445,
3.793205738,
3.784967899,
3.791575193,
3.79259491,
3.780228615,
3.777883768,
3.789592028,
3.781581402,
3.782505512,
3.788155794,
3.779288292,
3.78711772,
3.786186695,
3.78118062,
3.777444839,
3.784495831,
3.781129122,
3.784286499,
3.781529903,
3.786088467,
3.783887625,
3.792383432,
3.7880795,
3.784663677,
3.793785334,
3.786672115,
3.794437408,
3.781308174,
3.775650978,
3.785356522,
3.784748793,
3.792078495,
3.78189683,
3.779761314,
3.781802654,
3.790711641,
3.793110847,
3.78188324,
3.779303551,
3.785437346,
3.781502247,
3.791370153,
3.778374195,
3.782331467,
3.777504206,
3.790322781,
3.780823946,
3.778850317,
3.791298628,
3.796259642,
3.785828829,
3.789697409,
3.781631231,
3.776752472,
3.78354907,
3.789943933,
3.776619434,
3.789107084,
3.783199549,
3.794518471,
3.792422295,
3.780755043,
3.783087254,
3.787709475,
3.782055378,
3.784379721,
3.783714294,
3.782268763,
3.787586451,
3.784846783,
3.776785374,
3.777152777,
3.778880596,
3.788026333,
3.784474373,
3.785484076,
3.783350468,
3.781774282,
3.781246901,
3.787019014,
3.787771225,
3.793027639,
3.77805829,
3.784346819,
3.78792119,
3.788671494,
3.790329695,
3.782452822,
3.785063505,
3.785243511,
3.779824495,
3.782783747,
3.786599874,
3.783725023,
3.783090115,
3.784710407,
3.78369379,
3.784930706,
3.786536217,
3.789548397,
3.775821686,
3.780870438,
3.780494213,
3.782846928,
3.791936398,
3.787623882,
3.783282518,
3.781086206,
3.781711102,
3.778955221,
3.778480291,
3.789696455,
3.783440113,
3.78628087,
3.785055399,
3.787801266,
3.778942347,
3.782795906,
3.782486916,
3.787018776,
3.795552969,
3.779398441,
3.785148144,
3.787844896,
3.787702799,
3.781600475,
3.779922962,
3.788444042,
3.78906846,
3.775529385,
3.790964842,
3.77853179,
3.789441824,
3.784657478,
3.777449369,
3.782217741,
3.78159523,
3.78475976,
3.784707785,
3.782162905,
3.777570248,
3.790498495,
3.78955102,
3.78406167,
3.77857995,
3.788040638,
3.784533024,
3.786707163,
3.772017241,
3.781421185,
3.78593564,
3.786106348,
3.783965588,
3.783453465,
3.774512053,
3.788025379,
3.77873373,
3.7853055,
3.786400795,
3.785711765,
3.787302732,
3.781901598,
3.782981634,
3.783887148,
3.781791687,
3.781784296,
3.788007259,
3.784734726,
3.793560505,
3.784649849,
3.779656649,
3.781362772,
3.790673971,
3.779530525,
3.782292604,
3.784478664,
3.789666653,
3.780930758,
3.788821459,
3.779545546,
3.789123058,
3.776007414,
3.793431282,
3.786761761,
3.778987408,
3.782890797,
3.781208515,
3.785817385,
3.780683041,
3.79675293,
3.782789946,
3.784041643,
3.791562796,
3.789548159,
3.780798912,
3.787966967,
3.790825129,
3.776437521,
3.78381753,
3.77564621,
3.78438282,
3.793236256,
3.789861202,
3.787790775,
3.784130573,
3.779186964,
3.776232243,
3.781666994,
3.784822226,
3.779875755,
3.780745268,
3.783989429,
3.774265051,
3.778679848,
3.788495064,
3.786702394,
3.778859138,
3.776154757,
3.787671328,
3.780911922,
3.794335842,
3.780421734,
3.787398577,
3.786799669,
3.778831959,
3.778572798,
3.781878233,
3.785630465,
3.782024384,
3.78635931,
3.776908398,
3.787622929,
3.775198698,
3.781717539,
3.782239437,
3.776707172,
3.774267912,
3.782548428,
3.779702902,
3.779263973,
3.778834343,
3.779082775,
3.773090124,
3.788501263,
3.780413151,
3.777624846,
3.782346249,
3.784157991,
3.776278973,
3.783045053,
3.787991762,
3.794585943,
3.782825947,
3.776355982,
3.78328371,
3.782980442,
3.781738997,
3.779037476,
3.792619944,
3.780745029,
3.774319887,
3.775722265,
3.786994696,
3.785651445,
3.793110609,
3.78728199,
3.785783768,
3.795357227,
3.792134047,
3.781130552,
3.780736685,
3.776223421,
3.778167009,
3.782824755,
3.775991678,
3.779652357,
3.784862518,
3.783060789,
3.782143593,
3.780454159,
3.784816742,
3.77888608,
3.793578386,
3.782160044,
3.775930405,
3.785017014,
3.781054258,
3.785191059,
3.771998167,
3.779849291,
3.779391766,
3.77283287,
3.782291174,
3.781739712,
3.772452831,
3.778035402,
3.779943228,
3.776592731,
3.790958881,
3.779137135,
3.782745123,
3.777160406,
3.769181728,
3.789487839,
3.787697077,
3.792385578,
3.771447659,
3.776527166,
3.779678345,
3.77710247,
3.778810024,
3.779579401,
3.788102865,
3.78491044,
3.778524876,
3.780694246,
3.785625935,
3.775255919,
3.78195715,
3.784748316,
3.783918619,
3.78725028,
3.782557487,
3.77828002,
3.793358326,
3.779589176,
3.778630972,
3.780269861,
3.774960756,
3.787793398,
3.77668047,
3.776115417,
3.771785021,
3.783682585,
3.779458284,
3.783473969,
3.774443626,
3.786453247,
3.777787924,
3.780275106,
3.778669357,
3.772312403,
3.782135487,
3.784114838,
3.776643515,
3.780499935,
3.778710604,
3.779234886,
3.772882462,
3.789182663,
3.777752399,
3.780919552,
3.77410841,
3.776130915,
3.770616293,
3.779880524,
3.786648512,
3.779647589,
3.777411222,
3.779951572,
3.780879259,
3.791342497,
3.782107115,
3.784602642,
3.782272816,
3.771919727,
3.778663158,
3.784903526,
3.782711029,
3.781070948,
3.780253649,
3.779295683,
3.781043053,
3.782809734,
3.785209894,
3.775726318,
3.773722649,
3.786071777,
3.772855759,
3.788084507,
3.785760164,
3.781990767,
3.770945311,
3.780852318,
3.777611732,
3.778381586,
3.788533926,
3.781762123,
3.77686286,
3.773941994,
3.783568382,
3.772343636,
3.781390667,
3.789772272,
3.782573938,
3.788084269,
3.772795916,
3.77854538,
3.773579836,
3.786752701,
3.775996208,
3.782845259,
3.786903858,
3.778499365,
3.787525177,
3.769565582,
3.788508177,
3.7864604,
3.768262863,
3.783769846,
3.774302483,
3.763670921,
3.775513172,
3.778934002,
3.777663231,
3.781368017,
3.77224946,
3.773631096,
3.779443264,
3.78441453,
3.775729179,
3.776992559,
3.784163475,
3.777694702,
3.776275873,
3.773192644,
3.774568319,
3.776595592,
3.78162384,
3.787670612,
3.771665573,
3.775236607,
3.780172586,
3.785238981,
3.782143831,
3.781986475,
3.782579899,
3.774563551,
3.780584812,
3.776277304,
3.782592535,
3.774720192,
3.778271914,
3.785132885,
3.779479504,
3.775812387,
3.775800228,
3.7757411,
3.777099609,
3.784281969,
3.771494865,
3.787500381,
3.781272173,
3.782292843,
3.768644571,
3.774539471,
3.782413721,
3.775147438,
3.771994352,
3.775758743,
3.781241894,
3.772679329,
3.776906967,
3.777326584,
3.771238565,
3.782629013,
3.78623271,
3.783353567,
3.787755966,
3.776997328,
3.776156425,
3.778902054,
3.780841112,
3.787991285,
3.778536558,
3.773580074,
3.777081728,
3.776884317,
3.785829306,
3.781722784,
3.783556938,
3.769852638,
3.779788733,
3.783376932,
3.778803825,
3.786102295,
3.776989698,
3.783141851,
3.770237923,
3.778755426,
3.77526927,
3.785034895,
3.77546525,
3.779711008,
3.779065132,
3.772098541,
3.785872698,
3.78035593,
3.780384541,
3.769381762,
3.781595707,
3.77402091,
3.775523663,
3.774162054,
3.793610096,
3.778248549,
3.77729845,
3.783853769,
3.776153803,
3.774404049,
3.779804945,
3.779556751,
3.781541348,
3.775370836,
3.778987169,
3.769952536,
3.776379108,
3.77807188,
3.772699118,
3.775483608,
3.775039434,
3.778376579,
3.778407574,
3.785395861,
3.777575493,
3.779161453,
3.774395704,
3.785506964,
3.784613371,
3.78124094,
3.780859709,
3.782480955,
3.78464365,
3.776847124,
3.774023533,
3.779345274,
3.778121233,
3.783819199,
3.785145283,
3.778494835,
3.772351742,
3.77668786,
3.782382011,
3.775922775,
3.780808687,
3.779095173,
3.769027472,
3.778102398,
3.787755489,
3.778079748,
3.781210661,
3.771646261,
3.778648853,
3.782113075,
3.779712439,
3.774057388,
3.766638041,
3.783614159,
3.783194065,
3.773366213,
3.772032022,
3.774970055,
3.782712698,
3.771802425,
3.779970169,
3.782459497,
3.773285389,
3.774442196,
3.772413254,
3.786201,
3.77241087,
3.776495457,
3.777829409,
3.775944233,
3.783477306,
3.784047365,
3.771251917,
3.779641151,
3.771475315,
3.783487797,
3.775437832,
3.772012234,
3.78315115,
3.787872553,
3.771338224,
3.769231796,
3.774419546,
3.777654171,
3.777048111,
3.781137228,
3.781813622,
3.780839682,
3.777868748,
3.776778221,
3.780627251,
3.777203321,
3.773617744,
3.771720886,
3.765440941,
3.771659851,
3.773139,
3.777267694,
3.781881094,
3.773474455,
3.781406879,
3.781701326,
3.769146204,
3.783775091,
3.776693583,
3.780715704,
3.772818327,
3.779322624,
3.772889137,
3.781770945,
3.773175716,
3.767728329,
3.781620502,
3.772171497,
3.764833927,
3.768568039,
3.778713942,
3.76876092,
3.771667242,
3.772211075,
3.769317865,
3.778226852,
3.782688141,
3.764414787,
3.78591609,
3.769697189,
3.777830124,
3.771072149,
3.780305624,
3.7753582,
3.790262461,
3.777969599,
3.783165455,
3.775790453,
3.772729635,
3.780187607,
3.781876087,
3.787051916,
3.784716845,
3.784976244,
3.77351284,
3.778288126,
3.777047873,
3.772650957,
3.775591612,
3.772929668,
3.792702436,
3.774147987,
3.776653528,
3.780199289,
3.785127163,
3.783839941,
3.776084661,
3.778653622,
3.77747798,
3.775063038,
3.775241375,
3.770459652,
3.775374651,
3.779747963,
3.774937868,
3.776889801,
3.771311045,
3.768815279,
3.772761345,
3.77188158,
3.778311968,
3.77112937,
3.764584303,
3.767168999,
3.778475761,
3.770246744,
3.76701808,
3.78370285,
3.783084393,
3.773989201,
3.778431892,
3.77545476,
3.762500525,
3.775127888,
3.773555517,
3.778515816,
3.77171278,
3.789525509,
3.77079916,
3.79018569,
3.777197599,
3.774353027,
3.788202047,
3.774645567,
3.780789614,
3.766924858,
3.774962425,
3.765076399,
3.775675058,
3.781426191,
3.777867556,
3.779419661,
3.765161514,
3.771693468,
3.772018909,
3.769055367,
3.773075581,
3.774950504,
3.775077105,
3.781616688,
3.778679371,
3.787247896,
3.768377781,
3.778653145,
3.771836996,
3.774666548,
3.76571846,
3.775804996,
3.774375439,
3.780689716,
3.773056507,
3.786305428,
3.774041414,
3.776551962,
3.769787312,
3.776404619,
3.78159976,
3.781409264,
3.769986391,
3.771613598,
3.770241737,
3.774541855,
3.771613598,
3.775600433,
3.772420645,
3.778259754,
3.773546219,
3.773180246,
3.782056332,
3.766918182,
3.770403624,
3.770351171,
3.77470088,
3.77807498,
3.767194748,
3.776320934,
3.776837826,
3.77235651,
3.774996758,
3.763678312,
3.776053429,
3.768070936,
3.769083023,
3.773453712,
3.780586481,
3.773568153,
3.779075146,
3.774460077,
3.770803928,
3.773294449,
3.771335125,
3.772618771,
3.772295713,
3.76926446,
3.769824028,
3.78055644,
3.772177458,
3.765200138,
3.786297083,
3.774769068,
3.769723654,
3.777985334,
3.77593255,
3.77959919,
3.770112514,
3.777145386,
3.775784492,
3.767644882,
3.770984411,
3.774812937,
3.775606871,
3.772658825,
3.776662588,
3.77338624,
3.777930975,
3.768233299,
3.760294199,
3.77453208,
3.775901794,
3.777659416,
3.768242359,
3.777811527,
3.778744459,
3.773983002,
3.765022755,
3.776811123,
3.775526762,
3.769634962,
3.775627613,
