train_loss_mean,test_loss_mean
11322.602647569445,5666.173095703125
2698.420952690972,1287.0281372070312
1148.6898735894097,882.3155364990234
823.659410264757,736.7069702148438
666.059814453125,617.0293426513672
572.7977769639757,535.07568359375
507.54807535807294,479.8365478515625
464.09623548719617,445.2969512939453
436.59462483723956,423.0498275756836
415.89391072591144,408.5855712890625
400.34092881944446,391.99353790283203
387.8105773925781,381.30108642578125
378.6040683322483,369.92212677001953
367.5441318088108,361.45336151123047
357.3828701443142,354.2543029785156
349.76676093207465,345.1509094238281
341.02918836805554,336.34468841552734
328.59915839301215,322.75543212890625
317.03470187717016,308.0335235595703
299.6757405598958,292.46351623535156
285.26773749457465,278.5721969604492
273.46878390842016,268.31757736206055
266.8728603786892,265.2307357788086
261.29003058539496,258.06847381591797
256.3592885335286,254.26589584350586
249.10645718044705,248.1792984008789
244.22361077202692,246.61664581298828
252.91868591308594,252.99539947509766
247.08631557888455,245.86345291137695
242.14590962727866,241.25717163085938
238.15463087293836,236.66843795776367
229.62035115559897,228.3434295654297
222.53030904134116,216.91395950317383
226.4584435356988,227.4865264892578
221.41354709201389,219.4066047668457
210.34209696451822,214.57780838012695
206.81940714518228,209.65267944335938
203.37186686197916,197.6500358581543
196.19247775607639,196.52545928955078
191.69586181640625,191.15643692016602
190.13761562771268,190.62350845336914
190.18995157877603,187.4646873474121
186.08255513509116,180.73277282714844
176.6183353000217,174.8468894958496
177.88761562771268,203.93302536010742
176.05195956759982,173.6878776550293
166.21062893337674,166.3647003173828
162.47669474283853,163.88029861450195
160.02749972873264,160.14171600341797
157.21778191460504,157.75292205810547
153.1436292860243,156.31655883789062
151.14821539984808,150.72478485107422
154.46612548828125,152.35907745361328
149.99684143066406,146.79181480407715
163.51249525282117,158.65607833862305
148.9651607937283,149.81403732299805
142.4242180718316,145.61144828796387
144.27142503526477,141.35928344726562
139.78823004828558,140.2428207397461
137.74080234103732,139.6619644165039
136.85475497775607,139.3874111175537
136.77494133843317,139.5879898071289
137.39621310763889,138.99638748168945
137.16631740993924,140.42965698242188
136.79736328125,138.86343002319336
136.59116787380643,137.07670974731445
136.46844312879773,138.01988983154297
134.63219536675348,137.29615783691406
134.30291917588977,136.0853977203369
134.93292575412326,144.03502655029297
149.09112379286023,144.1398754119873
137.99929809570312,136.04224395751953
134.2873738606771,136.1182918548584
133.4463127983941,135.20049285888672
133.17534722222223,134.87074089050293
133.06246439615884,135.26258277893066
132.45843675401477,134.30873489379883
132.16997273763022,135.19777488708496
132.05993821885852,133.86528778076172
131.8781246609158,134.6610336303711
134.77293395996094,139.24300003051758
133.49498833550348,135.33323860168457
131.91298082139758,133.92241668701172
131.26453908284506,132.9989719390869
132.0678185356988,135.83094596862793
132.62009514702692,132.70748329162598
130.92632887098523,132.65604972839355
130.64966668023004,134.19277954101562
130.5368643866645,132.33342742919922
130.57523600260416,133.26483726501465
130.22572580973306,132.67790031433105
130.26864115397134,132.48468208312988
130.2805379231771,133.8607521057129
133.45497300889758,131.75713920593262
129.52940707736545,131.1914119720459
129.890747918023,133.42960739135742
129.63856336805554,131.12115097045898
128.63980356852213,130.84439849853516
128.86483425564236,134.5224781036377
134.92124938964844,132.64121627807617
130.69896358913846,131.6522331237793
128.50858985053168,130.08789825439453
128.02572038438586,130.3671817779541
127.19430711534288,129.73329734802246
128.86565144856772,132.0046730041504
127.53854539659288,129.13992881774902
126.77830844455295,128.96403312683105
126.90814802381728,133.09369659423828
140.67188008626303,140.37471961975098
131.81634012858072,130.1876220703125
128.08826531304254,128.4540500640869
127.3747804429796,130.0129108428955
126.23829481336806,127.67847442626953
125.27941385904948,127.51612663269043
125.08690049913194,127.02074432373047
124.83873409695096,127.72859001159668
125.20628865559895,126.7242317199707
124.33104451497395,126.53006744384766
125.3632346259223,131.36027145385742
127.94498613145616,125.5910873413086
123.84276156955295,124.8570613861084
123.61854892306857,127.46011924743652
124.68250698513455,124.7540054321289
122.28463999430339,125.54651069641113
123.08585018581815,125.81793022155762
124.54830593532986,124.59598159790039
121.68861558702257,124.7265625
125.63638729519315,126.31529998779297
122.71801673041449,126.03050994873047
122.31894768608942,123.30508613586426
120.4690424601237,122.16535377502441
119.78264787462022,122.10324668884277
120.24417707655165,125.27726745605469
123.2852274576823,121.80031776428223
119.961915757921,121.38682556152344
119.63753679063585,121.82695579528809
119.42859225802951,121.44433403015137
119.88438924153645,121.57491302490234
118.15509711371527,120.23161315917969
125.63653733995226,133.59945106506348
122.3459964328342,125.40455627441406
119.75559997558594,119.66488647460938
117.31947157118056,119.95623970031738
117.41692521837022,119.42444229125977
116.86835225423177,118.70262336730957
116.54913923475478,119.74061965942383
125.11869133843317,122.32794570922852
120.50682067871094,121.71574783325195
117.64608086480035,119.41660690307617
116.0827128092448,117.74347496032715
115.70890977647569,117.92977142333984
115.4304462009006,117.27552795410156
115.16933186848958,116.96753692626953
114.63018798828125,116.74795341491699
114.70177883572049,118.23180961608887
119.73880513509114,116.67647743225098
115.67649841308594,117.99781227111816
114.41852060953777,115.85357856750488
113.90639241536458,115.6610164642334
113.48697577582465,114.8913688659668
115.01348114013672,121.4754810333252
114.97350819905598,115.26432228088379
112.44547526041667,113.34664916992188
110.9523417154948,112.91451644897461
110.01807573106554,111.97313499450684
111.84243435329861,127.24673080444336
119.41846126980252,113.92007255554199
110.22788492838542,112.17334938049316
109.08420054117839,110.70638084411621
108.48121558295355,110.3810043334961
108.2309341430664,110.35254859924316
107.79425896538629,110.20123481750488
115.80516645643446,129.82994270324707
113.89259677463107,114.74483871459961
109.64029778374567,112.63236045837402
108.75960795084636,110.70041084289551
107.42930603027344,109.09919548034668
107.17923058403863,108.95089149475098
106.90616777208116,108.64210319519043
106.6124030219184,108.37314414978027
108.37650722927518,113.65656280517578
108.19607289632161,109.61490631103516
106.82477654351129,108.90592384338379
106.29837205674913,107.81832885742188
105.42657640245226,107.5853214263916
105.45628950330946,109.25149726867676
112.56150817871094,107.30398750305176
107.70890808105469,110.44608879089355
106.09955088297527,106.78041458129883
105.1041505601671,107.15644454956055
104.54671223958333,107.13523292541504
104.46303049723308,106.3431510925293
105.93984646267361,108.98830223083496
104.45549774169922,106.27132034301758
103.72262912326389,108.00848579406738
103.26880306667752,106.0069408416748
102.14349280463324,104.08561515808105
102.81853400336371,106.95030212402344
103.45765092637804,103.01838874816895
101.65364244249132,103.80562973022461
101.17531246609158,102.6686019897461
101.03317260742188,107.0492000579834
108.43877580430772,105.92357635498047
103.19945441351996,102.89622116088867
100.77770402696397,103.9554443359375
100.48788197835286,101.46782493591309
99.24944559733073,101.47579383850098
99.10346984863281,100.94961166381836
98.8945575290256,102.14690399169922
101.58704545762804,102.2590160369873
98.85381995307074,100.78828048706055
98.26886071099176,100.33975219726562
99.08457862006293,104.83865356445312
102.14305538601346,102.27178955078125
99.57355499267578,102.85452651977539
98.73022969563802,100.75662612915039
97.70506880018446,99.81002044677734
97.8054428100586,103.1801528930664
100.11646525065105,100.47053527832031
97.56465657552083,99.36342811584473
96.62060801188152,98.75633430480957
96.62563578287761,98.6035385131836
97.41208818223741,105.51004600524902
104.46241505940755,103.55791664123535
98.12605794270833,98.88678550720215
96.64197540283203,98.34709739685059
95.93118625217014,97.75215530395508
95.78267161051433,97.5824966430664
95.1258078681098,97.48721313476562
