train_loss_mean,test_loss_mean,train_discriminator_loss,val_discriminator_loss,train_generator_loss,val_generator_loss
8419.823404947916,3159.356391059028,1.0555018385251362,0.6482690771420797,2.8787523110707602,5.233847088283962
1992.511915418837,1236.5900200737847,0.6332250303692288,0.6312803824742635,14.540348052978516,17.92376242743598
795.4689059787327,579.2299736870659,0.62407914797465,0.6295169194539388,18.187352922227646,18.31727345784505
523.0925598144531,453.4124043782552,0.630851599905226,0.6309731536441379,18.341244803534615,18.35767385694716
425.8660312228733,392.7738681369358,0.6270021266407437,0.6288377377721999,18.356227662828232,18.37481032477485
369.5327657063802,345.35099622938367,0.6281772189670138,0.6308428777588738,18.375430001152885,18.37811936272515
330.5862799750434,313.5712653266059,0.6303551991780599,0.6301704711384244,18.370731353759766,18.38391155666775
302.1476779513889,288.6132168240017,0.6313132776154412,0.6263448463545905,18.384077707926433,18.38340844048394
279.3799099392361,268.2464328342014,0.6340931587749057,0.6263366672727797,18.389114803738064,18.39169481065538
260.44236246744794,250.77459547254773,0.6313391923904419,0.6295169194539388,18.392783482869465,18.391169865926106
244.39176432291666,244.54121568467883,0.6328969531589084,0.6277340981695387,18.401427798801,18.399710761176216
233.7689954969618,226.1680145263672,0.6303607622782389,0.6282513605223762,18.39641549852159,18.39536730448405
219.77764892578125,215.9850870768229,0.6265150308609009,0.6284994946585761,18.398513158162434,18.391564899020725
212.60662672254773,209.7186974419488,0.6332369380527072,0.6247144473923577,18.39784155951606,18.390166812472874
207.78584628634982,205.5205603705512,0.6268836657206217,0.6278473801083035,18.391163508097332,18.389979044596355
204.14718288845486,206.1495853000217,0.6262136499087015,0.6347837977939181,18.39069938659668,18.39178466796875
218.6338585747613,200.82319810655383,0.6327506105105082,0.6286640299691094,18.394765853881836,18.38423750135634
204.3263414171007,201.8486565483941,0.6308155788315667,0.6254615055190192,18.390903684828018,18.377206166585285
201.15519036187067,197.3580084906684,0.6266607774628533,0.6262785659896003,18.38759528266059,18.389471266004776
198.59812757703992,196.60558403862848,0.6295623845524259,0.6332939399613274,18.388188044230144,18.384450276692707
195.86397128634982,195.89708455403647,0.6271590524249606,0.6240548425250583,18.388763427734375,18.386256323920357
196.51767306857639,198.28795199924045,0.6290240221553378,0.6297300789091322,18.38772964477539,18.389848285251194
